txn_id,created_at,merchant_id,customer_id,mcc,amount,currency,amount_usd,status,payment_method,card_brand,card_last4,country,city,risk_score,auth_code,fee_rate_percent,fixed_fee_cents,fee_total_usd,processor_cost_usd,net_revenue_usd,net_settlement_usd,settlement_batch_id
T0005283,2025-07-14 22:56:05,M00009,C004956,6012,220.0,EUR,239.8,refunded,card,Mastercard,1196,AE,Sharjah,0.2,4A7SCA,2.48,30,6.25,2.95,3.3,0.0,SB20250714-001
T0005284,2025-07-08 14:40:26,M00044,C005051,7399,694.72,CAD,507.15,succeeded,card,Visa,2788,US,NYC,0.0,Y9MLQ8,2.32,30,12.07,6.16,5.91,495.08,SB20250708-004
T0005285,2025-07-03 11:07:39,M00004,C003765,7999,140.0,TRY,4.2,succeeded,card,Mastercard,7961,DE,Munich,0.02,K7MRCB,2.16,25,0.34,0.12,0.22,3.86,SB20250703-001
T0005286,2025-07-04 01:37:41,M00036,C001708,6012,816.64,SAR,217.23,succeeded,card,Visa,5539,US,Seattle,0.06,X2AQLI,2.74,40,6.35,2.68,3.67,210.88,SB20250704-005
T0005287,2025-07-14 19:24:09,M00070,C002910,5411,51.94,JOD,73.24,succeeded,paypal,Visa,5495,AE,Dubai,0.18,EHQC1J,2.18,35,1.95,0.95,1.0,71.29,SB20250714-004
T0005288,2025-07-11 03:52:41,M00026,C005030,5999,85.94,USD,85.94,succeeded,card,Visa,4168,TR,Izmir,0.0,1R3KUT,3.04,35,2.96,1.1,1.86,82.98,SB20250711-002
T0005289,2025-07-21 14:28:16,M00047,C005909,7999,65.72,SAR,17.48,succeeded,card,mada,1852,NL,Rotterdam,0.06,56AG10,2.48,20,0.63,0.28,0.35,16.85,SB20250721-003
T0005290,2025-07-09 22:08:42,M00029,C006607,7399,245.0,SAR,65.17,succeeded,card,Mastercard,4997,TR,Istanbul,0.04,DY4KKW,2.36,20,1.74,0.85,0.89,63.43,SB20250709-003
T0005291,2025-07-05 17:39:12,M00107,C003893,5734,127.51,TRY,3.83,succeeded,card,Mastercard,4424,CA,Montreal,0.0,M8C6DD,2.09,10,0.18,0.12,0.06,3.65,SB20250705-001
T0005292,2025-07-05 00:00:44,M00026,C007490,5999,93.91,AED,25.54,succeeded,paypal,Amex,9544,DE,Hamburg,0.13,WWPVDE,3.04,35,1.13,0.38,0.75,24.41,SB20250705-004
T0005293,2025-07-09 05:22:51,M00074,C001133,5732,74.32,GBP,97.36,succeeded,bank_transfer,Visa,1661,DE,Hamburg,0.1,U8YBID,2.85,10,2.87,1.24,1.63,94.49,SB20250709-004
T0005294,2025-07-27 01:57:27,M00112,C003788,5691,65.05,GBP,85.22,succeeded,paypal,Mastercard,7448,AE,Sharjah,0.08,AD42FT,2.33,25,2.24,1.09,1.15,82.98,SB20250727-001
T0005295,2025-07-26 10:00:16,M00039,C006313,5734,97.69,AED,26.57,pending,card,Visa,6855,SA,Jeddah,0.06,O5PE4O,3.06,40,1.21,0.39,0.82,0.0,SB20250726-003
T0005296,2025-07-21 14:30:42,M00049,C006106,5734,220.0,SAR,58.52,succeeded,card,Mastercard,7949,AE,Sharjah,0.08,6TF86K,3.14,35,2.19,0.77,1.42,56.33,SB20250721-001
T0005297,2025-07-27 15:45:04,M00016,C004769,7399,336.94,CAD,245.97,succeeded,card,Mastercard,0282,AE,Abu Dhabi,0.03,J4LY0P,2.43,35,6.33,3.02,3.31,239.64,SB20250727-004
T0005298,2025-07-23 21:14:56,M00103,C002585,7399,358.77,JOD,505.87,succeeded,bank_transfer,Mastercard,2178,TR,Istanbul,0.25,3ARNEG,2.78,10,14.16,6.14,8.02,491.71,SB20250723-002
T0005299,2025-07-22 00:21:53,M00022,C003791,4812,96.94,USD,96.94,refunded,card,Mastercard,7456,GB,Manchester,0.11,XI9ZSG,2.81,25,2.97,1.23,1.74,0.0,SB20250722-003
T0005300,2025-07-12 00:18:11,M00098,C007501,5999,83.58,USD,83.58,succeeded,apple_pay,Mastercard,9257,US,Miami,0.08,LGHJ4X,2.22,25,2.11,1.07,1.04,81.47,SB20250712-004
T0005301,2025-07-23 06:20:11,M00047,C003793,7999,26.07,AED,7.09,succeeded,card,Mastercard,2843,SA,Jeddah,0.1,6ZI4CT,2.48,20,0.38,0.16,0.22,6.71,SB20250723-005
T0005302,2025-07-09 09:57:50,M00075,C005471,7999,34.33,AED,9.34,succeeded,bank_transfer,Visa,3187,JO,Amman,0.1,5UI7GX,2.72,35,0.6,0.18,0.42,8.74,SB20250709-004
T0005303,2025-07-12 13:01:01,M00046,C000829,7999,42.29,USD,42.29,succeeded,card,Discover,8318,TR,Izmir,0.12,RJJFQN,2.42,35,1.37,0.58,0.79,40.92,SB20250712-004
T0005304,2025-07-25 11:19:10,M00098,C005548,5999,74.42,SAR,19.8,succeeded,card,Mastercard,6843,TR,Istanbul,0.11,JWD887,2.22,25,0.69,0.31,0.38,19.11,SB20250725-002
T0005305,2025-07-26 01:00:30,M00044,C002261,7399,327.48,CAD,239.06,succeeded,crypto_onramp,Mastercard,5708,FR,Marseille,0.07,CLX6PR,2.32,30,5.85,2.94,2.91,233.21,SB20250726-003
T0005306,2025-07-24 17:55:09,M00038,C005334,5734,46.55,AED,12.66,succeeded,card,Visa,2352,DE,Munich,0.28,LKU0WS,2.41,25,0.56,0.22,0.34,12.1,SB20250724-005
T0005307,2025-07-18 02:35:53,M00036,C003012,6012,716.39,CAD,522.96,succeeded,card,Visa,5592,DE,Hamburg,0.09,ZV50A9,2.74,40,14.73,6.35,8.38,508.23,SB20250718-002
T0005308,2025-07-22 07:11:46,M00071,C003087,7999,37.65,USD,37.65,refunded,apple_pay,Mastercard,0709,NL,Amsterdam,0.23,LHV9KI,2.45,25,1.17,0.52,0.65,0.0,SB20250722-005
T0005309,2025-07-25 04:06:59,M00078,C004863,7399,202.07,CAD,147.51,succeeded,card,Amex,9596,AE,Sharjah,0.05,CDTFE5,2.58,30,4.11,1.84,2.27,143.4,SB20250725-005
T0005310,2025-07-16 10:37:20,M00052,C001882,7399,312.11,SAR,83.02,succeeded,paypal,Visa,2756,SA,Jeddah,0.33,OG2C0P,2.65,10,2.3,1.07,1.23,80.72,SB20250716-001
T0005311,2025-07-21 22:37:04,M00033,C003105,7399,265.42,SAR,70.6,succeeded,google_pay,Amex,8575,FR,Lyon,0.11,OYS3QD,2.21,35,1.91,0.92,0.99,68.69,SB20250721-003
T0005312,2025-07-07 15:43:22,M00044,C005959,7399,290.82,SAR,77.36,succeeded,apple_pay,Mastercard,2295,AE,Abu Dhabi,0.07,B8NW3K,2.32,30,2.09,1.0,1.09,75.27,SB20250707-003
T0005313,2025-07-01 03:22:52,M00056,C002921,5691,67.95,TRY,2.04,pending,card,Visa,3962,CA,Vancouver,0.19,6G38AQ,2.73,35,0.41,0.09,0.32,0.0,SB20250701-002
T0005314,2025-07-12 15:40:44,M00027,C000278,7399,900.0,GBP,1179.0,succeeded,card,Visa,1139,GB,Bristol,0.25,SUFJGY,2.89,25,34.32,14.22,20.1,1144.68,SB20250712-001
T0005315,2025-07-02 22:10:37,M00064,C005377,7999,64.42,TRY,1.93,succeeded,card,Mastercard,9324,AE,Abu Dhabi,0.03,DJ5PRC,2.66,10,0.15,0.09,0.06,1.78,SB20250702-003
T0005316,2025-07-28 04:28:49,M00078,C006410,7399,324.26,CAD,236.71,succeeded,crypto_onramp,Mastercard,7057,GB,Bristol,0.16,3IMMX4,2.58,30,6.41,2.91,3.5,230.3,SB20250728-001
T0005317,2025-07-01 19:32:10,M00018,C002623,4812,286.22,USD,286.22,succeeded,card,Mastercard,1319,CA,Vancouver,0.0,3O123N,2.67,30,7.94,3.5,4.44,278.28,SB20250701-004
T0005318,2025-07-03 09:41:51,M00011,C001675,7999,29.81,AED,8.11,succeeded,apple_pay,Mastercard,1890,DE,Hamburg,0.01,JK53TA,2.63,20,0.41,0.17,0.24,7.7,SB20250703-002
T0005319,2025-07-07 19:21:27,M00045,C002519,6012,985.09,GBP,1290.47,succeeded,card,Amex,4958,CA,Vancouver,0.03,JJPQMS,2.49,20,32.33,15.56,16.77,1258.14,SB20250707-002
T0005320,2025-07-09 08:37:23,M00101,C005535,5812,17.49,CAD,12.77,pending,apple_pay,Amex,5650,US,SF,0.1,HADZRQ,2.94,10,0.48,0.22,0.26,0.0,SB20250709-003
T0005321,2025-07-21 08:20:15,M00076,C007747,5999,66.79,JOD,94.17,succeeded,card,Amex,2065,DE,Hamburg,0.12,SWMJV6,2.9,15,2.88,1.2,1.68,91.29,SB20250721-001
T0005322,2025-07-21 18:33:42,M00092,C001944,5732,74.65,GBP,97.79,succeeded,google_pay,Mastercard,3580,US,SF,0.18,XQD1RS,2.58,35,2.87,1.24,1.63,94.92,SB20250721-001
T0005323,2025-07-17 08:48:21,M00033,C000129,7399,228.54,SAR,60.79,refunded,apple_pay,Mastercard,7135,US,LA,0.23,P633J8,2.21,35,1.69,0.8,0.89,0.0,SB20250717-003
T0005324,2025-07-20 21:09:28,M00014,C001679,5732,96.72,TRY,2.9,succeeded,apple_pay,Mastercard,8581,TR,Izmir,0.22,RB9VCI,2.12,25,0.31,0.1,0.21,2.59,SB20250720-003
T0005325,2025-07-16 21:15:55,M00033,C004147,7399,120.0,EUR,130.8,succeeded,apple_pay,Amex,4335,FR,Lyon,0.13,QLVO6S,2.21,35,3.24,1.64,1.6,127.56,SB20250716-005
T0005326,2025-07-13 23:04:26,M00064,C001806,7999,53.12,SAR,14.13,succeeded,paypal,Mastercard,5766,FR,Marseille,0.26,1I4OOV,2.66,10,0.48,0.24,0.24,13.65,SB20250713-003
T0005327,2025-07-03 20:47:07,M00114,C007161,7999,54.8,TRY,1.64,succeeded,crypto_onramp,Mastercard,3974,JO,Amman,0.21,OQHPW3,2.65,35,0.39,0.09,0.3,1.25,SB20250703-005
T0005328,2025-07-20 21:49:51,M00109,C002607,5812,51.5,CAD,37.59,succeeded,card,Mastercard,2696,JO,Zarqa,0.16,1G9E5X,2.36,30,1.19,0.52,0.67,36.4,SB20250720-003
T0005329,2025-07-26 14:22:33,M00030,C001596,5812,33.86,USD,33.86,succeeded,cash_app,Visa,8597,US,Miami,0.13,DBSSRV,2.57,10,0.97,0.48,0.49,32.89,SB20250726-004
T0005330,2025-07-22 01:35:46,M00095,C005092,6012,582.72,EUR,635.16,succeeded,paypal,Visa,8331,TR,Izmir,0.1,SLRX4W,2.35,20,15.13,7.69,7.44,620.03,SB20250722-004
T0005331,2025-07-04 09:41:25,M00048,C001758,6012,724.58,AED,197.09,succeeded,card,Mastercard,0981,JO,Irbid,0.06,UCS54M,2.58,25,5.33,2.44,2.89,191.76,SB20250704-004
T0005332,2025-07-25 02:28:27,M00095,C002070,6012,1067.74,USD,1067.74,succeeded,card,Visa,0104,TR,Izmir,0.03,913G6W,2.35,20,25.29,12.88,12.41,1042.45,SB20250725-001
T0005333,2025-07-05 09:05:29,M00017,C002676,5999,59.13,GBP,77.46,succeeded,card,Visa,2814,DE,Berlin,0.13,EVC98K,2.57,20,2.19,1.0,1.19,75.27,SB20250705-005
T0005334,2025-07-14 05:10:48,M00088,C007299,5812,48.23,GBP,63.18,succeeded,card,Visa,8274,SA,Jeddah,0.08,7TWVZX,2.48,40,1.97,0.83,1.14,61.21,SB20250714-005
T0005335,2025-07-06 18:07:20,M00086,C003159,4812,110.12,AED,29.95,succeeded,card,Mastercard,1822,US,LA,0.06,8XNBQP,2.43,25,0.98,0.43,0.55,28.97,SB20250706-003
T0005336,2025-07-15 23:24:07,M00101,C004648,5812,43.16,AED,11.74,succeeded,card,Mastercard,0916,DE,Berlin,0.0,MJ27LV,2.94,10,0.45,0.21,0.24,11.29,SB20250715-001
T0005337,2025-07-02 16:52:13,M00045,C005964,6012,516.52,USD,516.52,succeeded,card,Visa,2019,DE,Munich,0.23,M9GVLH,2.49,20,13.06,6.27,6.79,503.46,SB20250702-001
T0005338,2025-07-23 17:13:10,M00007,C004918,5734,103.74,AED,28.22,succeeded,card,Visa,9574,GB,London,0.0,4P1V39,2.35,10,0.76,0.41,0.35,27.46,SB20250723-005
T0005339,2025-07-11 00:06:09,M00074,C002658,5732,137.69,SAR,36.63,succeeded,card,Mastercard,7799,JO,Amman,0.21,D2WCST,2.85,10,1.14,0.51,0.63,35.49,SB20250711-002
T0005340,2025-07-28 09:47:59,M00112,C000273,5691,40.06,TRY,1.2,succeeded,card,Mastercard,3319,AE,Dubai,0.04,GRWKQP,2.33,25,0.28,0.08,0.2,0.92,SB20250728-005
T0005341,2025-07-07 21:01:17,M00104,C001031,5734,67.42,GBP,88.32,succeeded,card,Mastercard,6179,FR,Lyon,0.0,XMCZCB,3.08,35,3.07,1.13,1.94,85.25,SB20250707-005
T0005342,2025-07-22 16:40:54,M00106,C007975,5732,78.75,CAD,57.49,failed,card,Visa,5825,FR,Marseille,0.07,2YDPRY,2.52,35,1.8,0.76,1.04,0.0,SB20250722-001
T0005343,2025-07-15 17:07:37,M00059,C000300,5734,117.7,CAD,85.92,succeeded,card,Visa,4793,DE,Munich,0.28,N3BW7C,2.71,15,2.48,1.1,1.38,83.44,SB20250715-002
T0005344,2025-07-27 10:37:25,M00099,C006886,7399,680.04,TRY,20.4,succeeded,card,Visa,3192,GB,Bristol,0.16,8V628I,2.11,30,0.73,0.31,0.42,19.67,SB20250727-005
T0005345,2025-07-16 14:33:03,M00021,C004728,5691,40.2,TRY,1.21,succeeded,google_pay,Amex,2670,CA,Montreal,0.14,F7LYMO,2.64,30,0.33,0.08,0.25,0.88,SB20250716-001
T0005346,2025-07-25 10:33:11,M00118,C000540,5999,55.55,CAD,40.55,succeeded,card,Visa,8127,FR,Paris,0.35,FJTDRP,3.38,30,1.67,0.56,1.11,38.88,SB20250725-003
T0005347,2025-07-27 07:51:14,M00060,C004532,5732,158.13,USD,158.13,refunded,card,Amex,3177,DE,Hamburg,0.12,Q3518K,1.74,30,3.05,1.97,1.08,0.0,SB20250727-001
T0005348,2025-07-19 02:05:07,M00076,C004526,5999,47.36,AED,12.88,pending,card,Mastercard,3816,TR,Istanbul,0.19,WAFOHN,2.9,15,0.52,0.22,0.3,0.0,SB20250719-002
T0005349,2025-07-24 01:13:23,M00049,C001071,5734,63.54,AED,17.28,succeeded,card,Mastercard,9364,DE,Hamburg,0.1,LQK69L,3.14,35,0.89,0.28,0.61,16.39,SB20250724-001
T0005350,2025-07-16 18:42:58,M00082,C001952,5691,35.7,JOD,50.34,succeeded,apple_pay,Visa,7996,DE,Berlin,0.05,HY0GO9,1.75,20,1.08,0.67,0.41,49.26,SB20250716-001
T0005351,2025-07-15 17:42:57,M00084,C007249,5691,168.19,USD,168.19,succeeded,card,Mastercard,9297,TR,Izmir,0.26,TMZ07F,2.74,10,4.71,2.09,2.62,163.48,SB20250715-002
T0005352,2025-07-23 18:45:21,M00104,C003134,5734,111.57,CAD,81.45,succeeded,bank_transfer,Discover,3415,NL,Rotterdam,0.0,W93QRC,3.08,35,2.86,1.05,1.81,78.59,SB20250723-005
T0005353,2025-07-08 22:45:19,M00087,C005146,5999,68.51,CAD,50.01,succeeded,card,Visa,4330,GB,Manchester,0.1,71QVU9,2.3,10,1.25,0.67,0.58,48.76,SB20250708-004
T0005354,2025-07-22 09:40:35,M00107,C005626,5734,92.16,CAD,67.28,succeeded,card,Visa,6651,AE,Sharjah,0.12,4HPZTO,2.09,10,1.51,0.88,0.63,65.77,SB20250722-003
T0005355,2025-07-13 07:00:22,M00085,C002241,5691,58.95,GBP,77.22,succeeded,card,Mastercard,7889,CA,Vancouver,0.02,7CW50U,2.55,40,2.37,1.0,1.37,74.85,SB20250713-001
T0005356,2025-07-05 19:30:04,M00115,C001287,5691,67.63,JOD,95.36,succeeded,card,UnionPay,5173,CA,Toronto,0.0,KNCT44,1.92,30,2.13,1.21,0.92,93.23,SB20250705-002
T0005357,2025-07-28 05:04:39,M00040,C007419,5732,241.18,JOD,340.06,succeeded,bank_transfer,Visa,5907,GB,Bristol,0.0,PG9NHF,3.21,15,11.07,4.15,6.92,328.99,SB20250728-001
T0005358,2025-07-12 15:20:51,M00075,C002228,7999,57.52,USD,57.52,succeeded,card,Mastercard,6647,US,NYC,0.24,KB30PC,2.72,35,1.91,0.76,1.15,55.61,SB20250712-001
T0005359,2025-07-05 02:29:45,M00090,C003968,5691,74.98,AED,20.39,succeeded,card,Visa,9610,AE,Sharjah,0.02,OZLRMZ,3.0,35,0.96,0.31,0.65,19.43,SB20250705-003
T0005360,2025-07-25 16:15:14,M00022,C007976,4812,84.03,SAR,22.35,succeeded,card,Mastercard,0052,SA,Jeddah,0.39,X58VO5,2.81,25,0.88,0.34,0.54,21.47,SB20250725-003
T0005361,2025-07-10 09:28:41,M00013,C007384,4812,166.85,JOD,235.26,succeeded,card,Visa,4453,TR,Ankara,0.06,PZP3GA,2.2,30,5.48,2.89,2.59,229.78,SB20250710-002
T0005362,2025-07-20 11:23:47,M00068,C005949,5812,30.11,USD,30.11,succeeded,card,UnionPay,0516,NL,Amsterdam,0.23,C4NOZW,2.25,40,1.08,0.43,0.65,29.03,SB20250720-002
T0005363,2025-07-21 10:33:35,M00103,C002511,7399,358.67,USD,358.67,succeeded,card,Mastercard,3203,JO,Amman,0.14,7A2MO3,2.78,10,10.07,4.37,5.7,348.6,SB20250721-004
T0005364,2025-07-01 13:09:00,M00010,C006648,7999,41.87,SAR,11.14,succeeded,card,Mastercard,0367,US,Miami,0.17,MVAGEX,2.39,40,0.67,0.2,0.47,10.47,SB20250701-001
T0005365,2025-07-02 05:29:39,M00002,C002172,5812,19.61,AED,5.33,succeeded,google_pay,mada,5625,AE,Abu Dhabi,0.36,1X2BM4,2.92,25,0.41,0.13,0.28,4.92,SB20250702-001
T0005366,2025-07-24 16:45:35,M00004,C001781,7999,19.45,JOD,27.42,succeeded,google_pay,Mastercard,8710,JO,Amman,0.08,I2OU0A,2.16,25,0.84,0.4,0.44,26.58,SB20250724-002
T0005367,2025-07-01 16:46:31,M00023,C006475,5734,51.35,EUR,55.97,succeeded,card,Visa,3685,CA,Vancouver,0.13,9HRDNB,2.91,40,2.03,0.74,1.29,53.94,SB20250701-005
T0005368,2025-07-22 00:51:40,M00085,C007435,5691,45.97,USD,45.97,succeeded,google_pay,Visa,0892,AE,Sharjah,0.16,JV83RS,2.55,40,1.57,0.62,0.95,44.4,SB20250722-005
T0005369,2025-07-27 01:27:46,M00074,C002759,5732,135.35,JOD,190.84,succeeded,card,Mastercard,9937,TR,Izmir,0.11,HRBZZO,2.85,10,5.54,2.36,3.18,185.3,SB20250727-004
T0005370,2025-07-27 08:08:19,M00021,C002607,5691,23.06,JOD,32.51,failed,card,Mastercard,4358,FR,Paris,0.0,5AUGPP,2.64,30,1.16,0.46,0.7,0.0,SB20250727-005
T0005371,2025-07-05 15:36:39,M00102,C002259,7399,497.3,CAD,363.03,succeeded,card,Visa,0132,US,Austin,0.13,86NQBM,2.21,10,8.12,4.43,3.69,354.91,SB20250705-004
T0005372,2025-07-27 16:50:12,M00053,C004121,6012,669.66,EUR,729.93,succeeded,bank_transfer,Amex,0481,FR,Lyon,0.15,E7YBI3,2.36,40,17.63,8.83,8.8,712.3,SB20250727-004
T0005373,2025-07-09 18:47:32,M00114,C004746,7999,130.04,SAR,34.59,succeeded,cash_app,Mastercard,6938,CA,Vancouver,0.0,UIPS4A,2.65,35,1.27,0.49,0.78,33.32,SB20250709-002
T0005374,2025-07-19 06:08:47,M00088,C000619,5812,27.54,CAD,20.1,succeeded,card,Visa,2693,GB,Manchester,0.03,SZPWJQ,2.48,40,0.9,0.31,0.59,19.2,SB20250719-002
T0005375,2025-07-03 19:00:13,M00061,C005323,5812,30.93,CAD,22.58,succeeded,card,Visa,0651,TR,Izmir,0.13,GZ6NKW,2.61,15,0.74,0.34,0.4,21.84,SB20250703-001
T0005376,2025-07-09 22:40:02,M00026,C001853,5999,204.53,TRY,6.14,succeeded,cash_app,Visa,9294,AE,Dubai,0.09,RGGUI9,3.04,35,0.54,0.14,0.4,5.6,SB20250709-001
T0005377,2025-07-14 22:08:18,M00002,C005022,5812,13.2,SAR,3.51,succeeded,card,Visa,2696,GB,Bristol,0.0,E00Y4D,2.92,25,0.35,0.11,0.24,3.16,SB20250714-003
T0005378,2025-07-07 10:04:17,M00095,C001893,6012,771.58,CAD,563.25,succeeded,apple_pay,Visa,3588,DE,Berlin,0.18,D792T8,2.35,20,13.44,6.83,6.61,549.81,SB20250707-004
T0005379,2025-07-21 21:41:00,M00069,C003613,5732,64.75,TRY,1.94,succeeded,card,Visa,1328,TR,Istanbul,0.13,H4N8P1,2.7,20,0.25,0.09,0.16,1.69,SB20250721-003
T0005380,2025-07-16 06:07:20,M00110,C006494,7399,261.63,GBP,342.74,succeeded,card,Mastercard,8803,JO,Zarqa,0.01,H4TNT1,2.83,40,10.1,4.18,5.92,332.64,SB20250716-004
T0005381,2025-07-17 11:18:24,M00065,C002235,5999,183.96,CAD,134.29,succeeded,card,Mastercard,2056,US,SF,0.13,ZCMD03,2.87,40,4.25,1.68,2.57,130.04,SB20250717-001
T0005382,2025-07-22 22:09:47,M00007,C005806,5734,47.28,JOD,66.66,succeeded,card,Mastercard,6658,GB,Manchester,0.02,9WEK4B,2.35,10,1.67,0.87,0.8,64.99,SB20250722-002
T0005383,2025-07-20 23:06:21,M00082,C002812,5691,47.96,AED,13.05,succeeded,card,Visa,9472,GB,Bristol,0.37,HKYGTU,1.75,20,0.43,0.23,0.2,12.62,SB20250720-005
T0005384,2025-07-01 23:30:14,M00027,C005615,7399,196.09,CAD,143.15,succeeded,card,Mastercard,1207,FR,Marseille,0.32,JVBO9G,2.89,25,4.39,1.79,2.6,138.76,SB20250701-005
T0005385,2025-07-10 12:10:32,M00054,C001415,5734,56.71,AED,15.43,succeeded,card,Mastercard,0240,JO,Zarqa,0.11,23QZ4Z,2.04,20,0.51,0.26,0.25,14.92,SB20250710-004
T0005386,2025-07-18 19:55:12,M00096,C006390,5732,116.91,TRY,3.51,succeeded,card,Visa,6100,FR,Lyon,0.03,HUNNEI,2.53,20,0.29,0.11,0.18,3.22,SB20250718-002
T0005387,2025-07-18 05:58:20,M00041,C006509,5999,46.22,USD,46.22,succeeded,card,mada,0859,NL,Amsterdam,0.2,YME3ZF,2.43,25,1.37,0.62,0.75,44.85,SB20250718-004
T0005388,2025-07-04 17:05:32,M00065,C002099,5999,182.89,AED,49.75,succeeded,card,Amex,1310,US,Chicago,0.04,7CTVCB,2.87,40,1.83,0.67,1.16,47.92,SB20250704-002
T0005389,2025-07-19 06:18:16,M00105,C002017,4812,40.0,GBP,52.4,succeeded,card,Visa,2654,DE,Hamburg,0.14,F4I94K,2.32,10,1.32,0.7,0.62,51.08,SB20250719-002
T0005390,2025-07-15 13:54:12,M00019,C004484,5812,38.27,USD,38.27,succeeded,apple_pay,Discover,8561,FR,Paris,0.03,ZDMLNP,2.97,20,1.34,0.53,0.81,36.93,SB20250715-004
T0005391,2025-07-11 02:07:00,M00092,C003682,5732,50.0,SAR,13.3,succeeded,paypal,Visa,0991,TR,Ankara,0.24,82VRPO,2.58,35,0.69,0.23,0.46,12.61,SB20250711-005
T0005392,2025-07-08 20:53:48,M00082,C007195,5691,46.9,GBP,61.44,refunded,bank_transfer,Mastercard,1847,JO,Zarqa,0.09,AGMX5C,1.75,20,1.28,0.81,0.47,0.0,SB20250708-005
T0005393,2025-07-22 20:20:15,M00045,C000693,6012,296.41,CAD,216.38,succeeded,card,Discover,1493,AE,Abu Dhabi,0.1,DZMAAW,2.49,20,5.59,2.67,2.92,210.79,SB20250722-004
T0005394,2025-07-27 12:13:25,M00094,C004637,5812,80.0,EUR,87.2,refunded,card,Discover,5973,DE,Munich,0.0,C62ESD,2.06,20,2.0,1.12,0.88,0.0,SB20250727-003
T0005395,2025-07-28 12:01:46,M00027,C004962,7399,875.05,JOD,1233.82,succeeded,bank_transfer,Mastercard,3883,CA,Montreal,0.05,7EL57M,2.89,25,35.91,14.88,21.03,1197.91,SB20250728-004
T0005396,2025-07-04 09:59:44,M00118,C005446,5999,26.76,AED,7.28,succeeded,card,Visa,2439,JO,Zarqa,0.02,0W4NXQ,3.38,30,0.55,0.16,0.39,6.73,SB20250704-002
T0005397,2025-07-18 16:56:15,M00077,C003188,4812,111.62,EUR,121.67,succeeded,card,Amex,6597,NL,Amsterdam,0.27,2TAE66,2.6,35,3.51,1.53,1.98,118.16,SB20250718-001
T0005398,2025-07-08 21:17:48,M00001,C004071,7399,269.4,TRY,8.08,succeeded,card,Visa,9481,CA,Vancouver,0.21,HO2NR6,2.19,30,0.48,0.17,0.31,7.6,SB20250708-004
T0005399,2025-07-20 03:25:21,M00068,C000799,5812,58.88,TRY,1.77,failed,apple_pay,Mastercard,9596,AE,Abu Dhabi,0.0,CILD71,2.25,40,0.44,0.09,0.35,0.0,SB20250720-004
T0005400,2025-07-11 16:01:05,M00029,C003571,7399,307.13,EUR,334.77,succeeded,card,Amex,8212,FR,Lyon,0.27,ZBEZ0M,2.36,20,8.1,4.09,4.01,326.67,SB20250711-005
T0005401,2025-07-11 04:02:16,M00034,C007688,4812,111.46,SAR,29.65,succeeded,card,Visa,3230,AE,Abu Dhabi,0.12,TORF87,2.71,20,1.0,0.43,0.57,28.65,SB20250711-002
T0005402,2025-07-18 21:17:26,M00118,C005976,5999,57.6,USD,57.6,succeeded,card,Visa,7327,FR,Lyon,0.09,2IDZUO,3.38,30,2.25,0.76,1.49,55.35,SB20250718-005
T0005403,2025-07-10 16:39:04,M00118,C006142,5999,28.31,AED,7.7,succeeded,paypal,Visa,0877,GB,London,0.23,TOK11S,3.38,30,0.56,0.16,0.4,7.14,SB20250710-004
T0005404,2025-07-14 18:50:12,M00114,C001580,7999,20.31,EUR,22.14,succeeded,paypal,Mastercard,3828,DE,Munich,0.21,KG5NLS,2.65,35,0.94,0.34,0.6,21.2,SB20250714-004
T0005405,2025-07-27 17:15:28,M00076,C004329,5999,147.02,JOD,207.3,pending,card,Discover,5110,FR,Lyon,0.15,1HQVMU,2.9,15,6.16,2.56,3.6,0.0,SB20250727-005
T0005406,2025-07-23 16:16:46,M00035,C003722,7999,26.61,JOD,37.52,succeeded,card,Visa,8615,AE,Abu Dhabi,0.24,GZ2GG9,1.83,15,0.84,0.52,0.32,36.68,SB20250723-003
T0005407,2025-07-09 09:13:19,M00034,C002858,4812,168.35,AED,45.79,succeeded,card,UnionPay,4700,SA,Jeddah,0.31,ZAV2DN,2.71,20,1.44,0.62,0.82,44.35,SB20250709-001
T0005408,2025-07-16 04:35:06,M00091,C006593,7399,500.98,EUR,546.07,succeeded,card,Mastercard,6024,CA,Montreal,0.06,ECRO28,2.37,30,13.24,6.62,6.62,532.83,SB20250716-003
T0005409,2025-07-25 15:35:41,M00105,C002944,4812,76.56,EUR,83.45,succeeded,bank_transfer,Mastercard,7065,CA,Toronto,0.0,93YLN1,2.32,10,2.04,1.07,0.97,81.41,SB20250725-003
T0005410,2025-07-02 16:28:20,M00108,C000624,5691,103.31,TRY,3.1,succeeded,card,Visa,1730,DE,Hamburg,0.07,IUCP2S,2.44,40,0.48,0.11,0.37,2.62,SB20250702-004
T0005411,2025-07-03 02:44:14,M00046,C007719,7999,76.47,CAD,55.82,succeeded,card,Amex,7518,AE,Dubai,0.09,Q45AIR,2.42,35,1.7,0.74,0.96,54.12,SB20250703-001
T0005412,2025-07-19 01:13:05,M00012,C000164,6012,383.95,CAD,280.28,succeeded,card,Amex,0387,DE,Berlin,0.25,P4OJYA,2.54,20,7.32,3.43,3.89,272.96,SB20250719-005
T0005413,2025-07-22 00:55:59,M00031,C000852,7399,333.63,USD,333.63,succeeded,paypal,Mastercard,6425,AE,Abu Dhabi,0.11,Q3ZIDN,2.09,20,7.17,4.07,3.1,326.46,SB20250722-002
