payout_id,merchant_id,created_at,amount_usd,status,method,bank_account_last4,settlement_batches,payout_fee_usd
PM000636403505,M00063,2025-06-30,247.31,paid,sepa,5340,"SB20250702-003,SB20250704-003,SB20250705-001,SB20250705-005,SB20250706-003,SB20250706-005",0.5
PM000637570399,M00063,2025-07-07,513.65,paid,ach,5833,"SB20250710-004,SB20250711-004,SB20250712-001,SB20250713-005",0.51
PM000636060348,M00063,2025-07-14,355.87,paid,sepa,4870,"SB20250714-002,SB20250717-001,SB20250719-004,SB20250720-001",0.5
PM000639104897,M00063,2025-07-21,100.06,initiated,wire,0575,"SB20250721-001,SB20250723-004,SB20250727-002",0.5
PM000637569400,M00063,2025-07-28,640.65,paid,sepa,2617,"SB20250801-003,SB20250801-004,SB20250802-001,SB20250803-003,SB20250803-004,SB20250803-005",0.64
PM000639515962,M00063,2025-08-04,893.43,paid,swift,0250,"SB20250804-002,SB20250804-005,SB20250805-001,SB20250805-004,SB20250806-004,SB20250808-003",0.89
PM000638778957,M00063,2025-08-11,505.55,paid,ach,2011,"SB20250811-005,SB20250812-003,SB20250813-003,SB20250813-005,SB20250816-004,SB20250817-002",0.51
PM000635948029,M00063,2025-08-18,524.83,paid,ach,1449,"SB20250818-002,SB20250819-002,SB20250820-003,SB20250822-003,SB20250823-003,SB20250824-003,SB20250824-005",0.52
PM000634593253,M00063,2025-08-25,367.2,paid,swift,8301,"SB20250825-002,SB20250827-003,SB20250827-004,SB20250828-003",0.5
PM000646673937,M00064,2025-04-28,3.29,paid,swift,7659,SB20250503-005,0.5
PM000649591838,M00064,2025-05-05,118.82,processing,sepa,7968,"SB20250508-002,SB20250508-003,SB20250509-003,SB20250510-001",0.5
PM000641538599,M00064,2025-05-12,54.25,processing,swift,1452,SB20250512-005,0.5
PM000645535332,M00064,2025-05-19,443.59,processing,swift,7007,"SB20250521-003,SB20250522-001,SB20250524-002,SB20250524-003,SB20250524-005,SB20250525-002,SB20250525-005",0.5
PM000642496124,M00064,2025-05-26,88.08,paid,sepa,3069,SB20250527-005,0.5
PM000645895099,M00064,2025-06-02,414.3,paid,ach,6870,"SB20250602-002,SB20250602-003,SB20250603-001,SB20250604-003,SB20250605-004,SB20250608-004",0.5
PM000645086895,M00064,2025-06-09,145.99,paid,wire,6271,"SB20250609-002,SB20250611-005,SB20250613-001,SB20250614-005,SB20250615-001",0.5
PM000648716275,M00064,2025-06-16,103.36,initiated,swift,9814,"SB20250617-005,SB20250618-004,SB20250620-001",0.5
PM000641768006,M00064,2025-06-23,276.06,processing,sepa,5208,"SB20250625-005,SB20250626-004,SB20250626-005,SB20250628-002,SB20250628-005",0.5
PM000641780291,M00064,2025-06-30,74.34,paid,sepa,9356,"SB20250701-001,SB20250701-005,SB20250702-003,SB20250706-005",0.5
PM000640613397,M00064,2025-07-07,229.66,paid,wire,0704,"SB20250707-004,SB20250709-001,SB20250710-001,SB20250712-003,SB20250713-001,SB20250713-003,SB20250713-004",0.5
PM000644244144,M00064,2025-07-14,164.18,paid,wire,2316,"SB20250715-005,SB20250717-003,SB20250720-002",0.5
PM000642262923,M00064,2025-07-21,324.49,paid,sepa,9589,"SB20250721-004,SB20250722-003,SB20250725-002,SB20250726-002,SB20250726-005,SB20250727-001",0.5
PM000640614396,M00064,2025-07-28,65.04,processing,swift,6357,"SB20250802-005,SB20250803-001",0.5
PM000641851858,M00064,2025-08-04,465.1,initiated,ach,5729,"SB20250804-004,SB20250806-001,SB20250809-004,SB20250810-005",0.5
PM000649404839,M00064,2025-08-11,521.78,initiated,ach,1181,"SB20250811-003,SB20250812-004,SB20250813-002,SB20250813-004,SB20250814-005,SB20250815-004,SB20250816-002,SB20250817-004,SB20250817-005",0.52
PM000645419791,M00064,2025-08-18,330.64,paid,wire,0468,"SB20250819-003,SB20250822-003,SB20250822-005",0.5
PM000641917742,M00064,2025-08-25,671.78,initiated,wire,3154,"SB20250826-001,SB20250826-002,SB20250827-004,SB20250828-002",0.67
PM000653737771,M00065,2025-04-28,100.3,paid,ach,3513,"SB20250502-004,SB20250503-001",0.5
PM000656655672,M00065,2025-05-05,125.48,paid,swift,9316,"SB20250506-001,SB20250506-003",0.5
PM000658602433,M00065,2025-05-12,61.58,paid,sepa,6768,"SB20250512-001,SB20250517-005",0.5
PM000658798161,M00065,2025-05-19,300.54,paid,sepa,5154,"SB20250519-003,SB20250520-005,SB20250521-003,SB20250524-005,SB20250525-005",0.5
PM000655623530,M00065,2025-05-26,3.15,paid,swift,8301,SB20250601-004,0.5
PM000651168735,M00065,2025-06-02,387.11,paid,wire,1749,"SB20250602-002,SB20250602-003,SB20250603-003,SB20250608-003",0.5
PM000656833764,M00065,2025-06-09,416.9,initiated,swift,5514,"SB20250609-005,SB20250610-003,SB20250611-002,SB20250613-004,SB20250614-001,SB20250614-002,SB20250614-003",0.5
PM000656347232,M00065,2025-06-16,190.08,processing,sepa,4831,"SB20250616-004,SB20250617-002,SB20250620-003,SB20250620-005,SB20250622-005",0.5
PM000655862951,M00065,2025-06-23,475.52,processing,wire,8380,"SB20250624-003,SB20250624-004,SB20250627-003",0.5
PM000650140368,M00065,2025-06-30,95.88,paid,ach,5505,"SB20250702-005,SB20250704-002,SB20250705-003",0.5
PM000653549563,M00065,2025-07-07,315.58,processing,swift,3284,"SB20250707-002,SB20250707-003,SB20250707-004,SB20250708-005,SB20250710-001,SB20250711-002,SB20250712-003",0.5
PM000657180310,M00065,2025-07-14,360.93,paid,swift,5457,"SB20250715-002,SB20250715-004,SB20250717-001,SB20250720-001,SB20250720-005",0.5
PM000650224859,M00065,2025-07-21,262.16,processing,sepa,3592,"SB20250722-002,SB20250722-005,SB20250725-003,SB20250726-001,SB20250727-002",0.5
PM000656449438,M00065,2025-07-28,1074.15,paid,ach,9746,"SB20250801-005,SB20250802-001,SB20250802-004,SB20250802-005,SB20250803-003",1.07
PM000658915692,M00065,2025-08-04,1091.51,paid,ach,9927,"SB20250805-004,SB20250807-005,SB20250808-002,SB20250808-004,SB20250810-001",1.09
PM000652515820,M00065,2025-08-11,582.91,initiated,sepa,6783,"SB20250811-003,SB20250813-003,SB20250814-001,SB20250814-005,SB20250815-001,SB20250815-002",0.58
PM000652483625,M00065,2025-08-18,822.58,initiated,sepa,5980,"SB20250818-001,SB20250818-004,SB20250819-001,SB20250819-002,SB20250821-005,SB20250822-002,SB20250822-003,SB20250823-001",0.82
PM000655713215,M00065,2025-08-25,347.84,paid,swift,4894,"SB20250827-002,SB20250828-003",0.5
PM000660909805,M00066,2025-04-28,21.91,paid,wire,8697,SB20250503-004,0.5
PM000663827706,M00066,2025-05-05,2495.07,initiated,wire,3093,"SB20250505-001,SB20250505-004,SB20250506-001,SB20250506-002,SB20250507-002,SB20250510-002,SB20250511-001",2.5
PM000665774467,M00066,2025-05-12,794.21,paid,wire,9443,"SB20250512-002,SB20250515-005",0.79
PM000663068664,M00066,2025-05-19,4392.27,paid,swift,4266,"SB20250519-005,SB20250520-004,SB20250520-005,SB20250521-002,SB20250521-003,SB20250523-003,SB20250524-003",4.39
PM000666243295,M00066,2025-05-26,1724.76,processing,ach,8450,SB20250601-002,1.72
PM000661659231,M00066,2025-06-02,3571.53,paid,swift,7755,"SB20250603-005,SB20250604-002,SB20250604-004,SB20250604-005,SB20250605-003,SB20250606-003,SB20250606-005,SB20250607-005",3.57
PM000666482899,M00066,2025-06-09,263.39,paid,sepa,6549,SB20250610-004,0.5
PM000669887721,M00066,2025-06-16,756.1,paid,wire,7413,"SB20250621-003,SB20250622-001,SB20250622-003",0.76
PM000660372002,M00066,2025-06-23,3039.06,paid,ach,1306,"SB20250626-002,SB20250626-005,SB20250627-003,SB20250628-003",3.04
PM000667544423,M00066,2025-06-30,1373.22,paid,sepa,1145,"SB20250703-004,SB20250706-001,SB20250706-002",1.37
PM000662009401,M00066,2025-07-07,1243.76,failed,ach,9649,"SB20250709-001,SB20250710-003,SB20250711-001",1.24
PM000665640148,M00066,2025-07-14,280.36,paid,wire,2672,SB20250716-005,0.5
PM000666498791,M00066,2025-07-21,1307.41,paid,sepa,4802,"SB20250722-005,SB20250723-004,SB20250725-004,SB20250725-005",1.31
PM000667989600,M00066,2025-07-28,3030.2,processing,ach,8622,"SB20250801-001,SB20250801-003,SB20250801-004,SB20250802-004,SB20250803-001",3.03
PM000668769099,M00066,2025-08-04,4460.83,paid,wire,8733,"SB20250805-005,SB20250806-001,SB20250806-002,SB20250807-002,SB20250808-002,SB20250808-005,SB20250810-005",4.46
PM000660800843,M00066,2025-08-11,6474.65,paid,ach,1651,"SB20250811-002,SB20250812-003,SB20250814-002,SB20250815-002,SB20250815-004,SB20250815-005,SB20250816-001,SB20250816-005",6.47
PM000664023787,M00066,2025-08-18,9687.91,paid,wire,1007,"SB20250818-001,SB20250818-005,SB20250819-001,SB20250819-002,SB20250820-005,SB20250821-001,SB20250821-002,SB20250822-004,SB20250823-004,SB20250824-002",9.69
PM000666153610,M00066,2025-08-25,4576.33,failed,sepa,0870,"SB20250826-002,SB20250826-003,SB20250827-001",4.58
PM000679076716,M00067,2025-04-28,1.13,paid,wire,5947,SB20250504-004,0.5
PM000678005383,M00067,2025-05-05,117.18,processing,wire,2168,"SB20250506-004,SB20250507-001,SB20250508-005",0.5
PM000673941378,M00067,2025-05-12,318.94,paid,wire,5268,"SB20250513-002,SB20250515-005,SB20250517-004",0.5
PM000676092400,M00067,2025-05-19,27.41,paid,ach,8454,"SB20250522-001,SB20250522-003",0.5
PM000679267031,M00067,2025-05-26,47.36,paid,wire,5103,SB20250526-001,0.5
PM000673492320,M00067,2025-06-02,501.62,paid,sepa,1129,"SB20250602-002,SB20250602-005,SB20250603-005,SB20250606-002,SB20250608-004",0.5
PM000676540837,M00067,2025-06-09,257.02,paid,swift,7087,"SB20250611-002,SB20250613-003,SB20250613-005",0.5
PM000672911457,M00067,2025-06-16,347.85,paid,wire,8542,"SB20250616-003,SB20250621-002,SB20250621-004",0.5
PM000676155878,M00067,2025-06-23,312.42,initiated,ach,5574,"SB20250623-003,SB20250623-005,SB20250624-003,SB20250625-004,SB20250627-004",0.5
PM000670174104,M00067,2025-06-30,512.69,paid,wire,8699,"SB20250701-004,SB20250702-001,SB20250703-004,SB20250705-002,SB20250706-004,SB20250706-005",0.51
PM000673842490,M00067,2025-07-07,239.78,failed,wire,9212,"SB20250708-005,SB20250709-003,SB20250710-001,SB20250711-004,SB20250712-002",0.5
PM000677473237,M00067,2025-07-14,168.92,initiated,ach,5267,"SB20250714-002,SB20250715-004,SB20250717-005",0.5
PM000674665702,M00067,2025-07-21,292.37,paid,ach,6447,"SB20250721-004,SB20250722-005,SB20250726-004",0.5
PM000676156511,M00067,2025-07-28,552.94,initiated,swift,6218,"SB20250801-005,SB20250803-001,SB20250803-004,SB20250803-005",0.55
PM000674254637,M00067,2025-08-04,1201.28,paid,wire,8481,"SB20250805-001,SB20250807-003,SB20250808-004,SB20250808-005,SB20250809-001,SB20250809-005,SB20250810-002,SB20250810-005",1.2
PM000672633932,M00067,2025-08-11,897.86,paid,wire,5573,"SB20250812-001,SB20250812-002,SB20250812-003,SB20250814-001,SB20250815-005,SB20250816-001,SB20250817-002",0.9
PM000672190698,M00067,2025-08-18,450.85,initiated,wire,3366,"SB20250818-004,SB20250819-005,SB20250820-001,SB20250822-001,SB20250822-002,SB20250822-003,SB20250822-005,SB20250823-002,SB20250824-001",0.5
PM000676006142,M00067,2025-08-25,675.02,initiated,wire,5699,"SB20250825-001,SB20250825-003,SB20250825-004,SB20250826-004,SB20250827-004",0.68
PM000680052452,M00068,2025-04-28,104.04,paid,sepa,0899,"SB20250501-002,SB20250503-005",0.5
PM000681397775,M00068,2025-05-05,71.44,initiated,ach,9347,"SB20250505-005,SB20250510-004",0.5
PM000684917114,M00068,2025-05-12,162.22,paid,wire,1372,"SB20250512-001,SB20250512-002,SB20250514-003,SB20250514-004,SB20250514-005,SB20250515-004",0.5
PM000682156817,M00068,2025-05-19,232.83,failed,ach,1683,"SB20250519-004,SB20250520-004,SB20250522-002,SB20250523-001,SB20250524-005",0.5
PM000685874639,M00068,2025-05-26,6.2,paid,wire,3110,SB20250527-001,0.5
PM000682516584,M00068,2025-06-02,139.3,paid,wire,8105,"SB20250602-002,SB20250607-001,SB20250607-003,SB20250608-002",0.5
PM000686851555,M00068,2025-06-09,89.74,processing,wire,8911,"SB20250609-004,SB20250614-002,SB20250615-004",0.5
PM000689519065,M00068,2025-06-16,24.92,paid,ach,6585,SB20250617-001,0.5
PM000680003346,M00068,2025-06-23,56.6,initiated,ach,1284,"SB20250623-001,SB20250625-003,SB20250626-002,SB20250627-004",0.5
PM000688401776,M00068,2025-06-30,28.51,paid,ach,2670,"SB20250701-002,SB20250702-002,SB20250706-002",0.5
PM000687234882,M00068,2025-07-07,218.54,processing,wire,5332,"SB20250707-004,SB20250708-004,SB20250709-002,SB20250709-004,SB20250711-002,SB20250712-001,SB20250712-002",0.5
PM000688685987,M00068,2025-07-14,164.97,paid,swift,1202,"SB20250714-003,SB20250716-002,SB20250717-003,SB20250720-002,SB20250720-004",0.5
PM000685641438,M00068,2025-07-21,134.17,paid,swift,9296,"SB20250721-003,SB20250722-002,SB20250723-004,SB20250725-003,SB20250726-003,SB20250727-002,SB20250727-004",0.5
PM000687235881,M00068,2025-07-28,32.7,processing,ach,1406,SB20250802-002,0.5
PM000685230373,M00068,2025-08-04,521.65,paid,wire,5665,"SB20250804-004,SB20250806-003,SB20250806-005,SB20250807-001,SB20250807-003,SB20250807-004",0.52
PM000686026324,M00068,2025-08-11,38.34,paid,wire,0733,"SB20250812-004,SB20250816-005,SB20250817-003",0.5
PM000688798306,M00068,2025-08-18,507.66,processing,ach,0670,"SB20250818-004,SB20250819-002,SB20250821-005,SB20250822-003,SB20250822-004,SB20250824-003,SB20250824-004",0.51
PM000685296257,M00068,2025-08-25,448.22,initiated,swift,3865,"SB20250826-001,SB20250826-003,SB20250827-005,SB20250828-002",0.5
PM000697833175,M00069,2025-04-28,334.74,paid,ach,8753,"SB20250501-005,SB20250502-002,SB20250503-002",0.5
PM000690751076,M00069,2025-05-05,307.95,processing,ach,6083,"SB20250505-002,SB20250510-002,SB20250511-001,SB20250511-005",0.5
PM000692697837,M00069,2025-05-12,1169.93,paid,ach,7523,"SB20250512-003,SB20250512-004,SB20250513-001,SB20250514-001,SB20250514-004,SB20250516-001,SB20250517-003",1.17
PM000693166665,M00069,2025-05-26,37.59,paid,sepa,3350,SB20250601-002,0.5
PM000699592686,M00069,2025-06-02,459.71,paid,sepa,0503,"SB20250603-004,SB20250605-002,SB20250605-004,SB20250606-002,SB20250606-003,SB20250608-005",0.5
PM000699559529,M00069,2025-06-09,111.87,paid,swift,3383,"SB20250609-002,SB20250612-005",0.5
PM000696811091,M00069,2025-06-16,202.48,processing,wire,5487,"SB20250616-002,SB20250617-001,SB20250617-002,SB20250617-004,SB20250618-002,SB20250621-002",0.5
PM000692927244,M00069,2025-06-23,303.87,paid,swift,7001,"SB20250623-002,SB20250624-005",0.5
PM000690621053,M00069,2025-06-30,300.89,paid,sepa,8668,"SB20250701-001,SB20250701-004",0.5
PM000699454159,M00069,2025-07-07,916.05,paid,sepa,8344,"SB20250707-002,SB20250708-002,SB20250709-001,SB20250709-002,SB20250710-004,SB20250711-005,SB20250712-004,SB20250713-005",0.92
PM000693084906,M00069,2025-07-14,161.38,paid,ach,0762,SB20250717-004,0.5
PM000696129455,M00069,2025-07-21,422.24,processing,wire,1199,"SB20250721-003,SB20250722-001,SB20250722-005,SB20250724-005,SB20250725-004,SB20250727-004",0.5
PM000694311983,M00069,2025-07-28,31.75,processing,ach,4110,SB20250802-002,0.5
PM000698154271,M00069,2025-08-04,2267.69,paid,swift,1269,"SB20250804-005,SB20250805-001,SB20250805-002,SB20250806-001,SB20250806-005,SB20250807-002,SB20250809-005,SB20250810-002,SB20250810-003,SB20250810-005",2.27
PM000698245601,M00069,2025-08-11,1444.79,processing,wire,9877,"SB20250811-002,SB20250811-003,SB20250812-001,SB20250813-003,SB20250814-005,SB20250815-005",1.44
PM000698277796,M00069,2025-08-18,1144.67,paid,ach,1365,"SB20250818-001,SB20250818-005,SB20250820-002,SB20250822-004,SB20250823-002,SB20250824-004",1.14
PM000693076980,M00069,2025-08-25,797.63,paid,ach,0231,"SB20250826-002,SB20250826-005,SB20250827-004,SB20250828-001",0.8
PM000701676702,M00070,2025-04-28,141.15,paid,wire,2820,"SB20250502-002,SB20250502-004,SB20250503-004",0.5
PM000708758801,M00070,2025-05-05,358.4,paid,sepa,1775,"SB20250505-001,SB20250506-005,SB20250508-001,SB20250509-003,SB20250511-001,SB20250511-005",0.5
PM000706812040,M00070,2025-05-12,122.7,paid,sepa,2621,"SB20250512-003,SB20250513-002,SB20250513-005,SB20250515-002,SB20250516-001",0.5
PM000709517843,M00070,2025-05-19,182.92,paid,wire,1648,"SB20250520-003,SB20250520-005,SB20250524-005,SB20250525-001",0.5
PM000706343212,M00070,2025-05-26,165.39,initiated,ach,9382,"SB20250528-003,SB20250601-005",0.5
PM000705305878,M00070,2025-06-02,241.9,paid,sepa,5847,"SB20250605-004,SB20250606-005,SB20250607-003",0.5
PM000700482210,M00070,2025-06-09,153.45,paid,swift,1014,"SB20250611-001,SB20250611-002,SB20250614-001,SB20250614-003,SB20250614-005",0.5
PM000702698786,M00070,2025-06-16,142.29,initiated,swift,6181,"SB20250618-001,SB20250618-005,SB20250620-005,SB20250622-002,SB20250622-004,SB20250622-005",0.5
PM000706582633,M00070,2025-06-23,137.86,paid,wire,7002,"SB20250626-002,SB20250627-001,SB20250628-005",0.5
PM000709420686,M00070,2025-06-30,240.61,initiated,wire,1937,"SB20250702-002,SB20250703-004,SB20250704-001",0.5
PM000700587580,M00070,2025-07-07,329.57,paid,swift,6501,"SB20250710-001,SB20250710-003,SB20250712-001,SB20250712-004",0.5
PM000706956833,M00070,2025-07-14,174.61,processing,wire,4762,"SB20250714-004,SB20250715-001,SB20250718-005",0.5
PM000706087716,M00070,2025-07-21,268.29,paid,sepa,8924,"SB20250722-003,SB20250723-005,SB20250726-004,SB20250727-001,SB20250727-003",0.5
PM000708965035,M00070,2025-07-28,258.48,initiated,ach,8309,"SB20250728-001,SB20250801-003,SB20250802-003,SB20250802-004,SB20250802-005",0.5
PM000706498781,M00070,2025-08-04,768.57,paid,wire,1289,"SB20250805-002,SB20250805-003,SB20250806-001,SB20250806-005,SB20250808-001,SB20250809-003,SB20250810-004,SB20250810-005",0.77
PM000701796138,M00070,2025-08-11,1076.83,paid,wire,9424,"SB20250811-001,SB20250812-001,SB20250812-003,SB20250813-001,SB20250815-004,SB20250815-005,SB20250816-005",1.08
PM000708562720,M00070,2025-08-18,455.99,paid,wire,6656,"SB20250820-003,SB20250821-001,SB20250822-003,SB20250823-003,SB20250824-001",0.5
PM000706432897,M00070,2025-08-25,230.88,paid,ach,3357,"SB20250825-003,SB20250827-003,SB20250828-002",0.5
PM000716400289,M00071,2025-04-28,0.29,paid,ach,7975,SB20250504-005,0.5
PM000719318190,M00071,2025-05-05,85.05,paid,swift,6642,"SB20250505-005,SB20250510-003,SB20250511-001",0.5
PM000711264951,M00071,2025-05-12,55.01,paid,swift,3524,"SB20250516-004,SB20250517-002",0.5
PM000718559148,M00071,2025-05-19,186.17,processing,swift,9979,"SB20250520-003,SB20250523-003,SB20250525-003",0.5
PM000712961012,M00071,2025-05-26,115.34,failed,swift,8309,"SB20250526-001,SB20250527-002,SB20250528-003,SB20250601-004",0.5
PM000713831253,M00071,2025-06-02,201.83,paid,wire,7634,"SB20250603-003,SB20250604-001,SB20250606-003,SB20250606-005,SB20250608-001,SB20250608-005",0.5
PM000713864410,M00071,2025-06-09,136.32,paid,ach,1851,SB20250614-002,0.5
PM000719316586,M00071,2025-06-16,265.91,paid,sepa,6852,"SB20250617-004,SB20250618-004,SB20250619-005,SB20250620-002",0.5
PM000713200433,M00071,2025-06-23,17.94,processing,ach,5306,SB20250626-001,0.5
PM000712053939,M00071,2025-06-30,186.87,paid,wire,1713,"SB20250701-004,SB20250706-003,SB20250706-005",0.5
PM000719112955,M00071,2025-07-07,241.61,paid,swift,4958,"SB20250708-002,SB20250710-003,SB20250711-004,SB20250712-002,SB20250712-004",0.5
PM000714517792,M00071,2025-07-14,164.99,paid,swift,4198,"SB20250715-002,SB20250718-004,SB20250718-005,SB20250719-005,SB20250720-002",0.5
PM000717562341,M00071,2025-07-21,62.8,paid,wire,2518,"SB20250721-003,SB20250723-002,SB20250723-005,SB20250724-002",0.5
PM000719111956,M00071,2025-07-28,83.26,paid,ach,3253,"SB20250801-002,SB20250803-001,SB20250803-004",0.5
PM000717973406,M00071,2025-08-04,407.23,initiated,wire,6818,"SB20250805-003,SB20250806-001,SB20250807-003,SB20250807-005,SB20250808-001,SB20250810-005",0.5
PM000710321513,M00071,2025-08-11,292.08,paid,ach,7692,"SB20250811-002,SB20250811-004,SB20250812-002,SB20250812-003,SB20250813-004,SB20250814-002",0.5
PM000715146143,M00071,2025-08-18,451.81,processing,swift,6533,"SB20250821-003,SB20250821-004,SB20250823-001,SB20250824-004,SB20250824-005",0.5
PM000711644094,M00071,2025-08-25,197.11,paid,swift,2392,"SB20250825-003,SB20250826-001,SB20250827-002,SB20250827-005",0.5
PM000720027090,M00072,2025-04-28,71.11,paid,swift,5436,SB20250501-005,0.5
PM000722944991,M00072,2025-05-05,634.75,paid,wire,4564,"SB20250507-001,SB20250508-003",0.63
PM000724891752,M00072,2025-05-12,231.69,paid,ach,8719,"SB20250513-004,SB20250518-003",0.5
PM000722508842,M00072,2025-05-19,462.65,paid,swift,4790,"SB20250522-004,SB20250523-002,SB20250525-003",0.5
PM000720217405,M00072,2025-05-26,201.74,paid,sepa,5052,"SB20250526-004,SB20250601-001",0.5
PM000722541946,M00072,2025-06-02,1028.67,paid,ach,9251,"SB20250604-001,SB20250605-002,SB20250606-003,SB20250606-005,SB20250607-001",1.03
PM000727491211,M00072,2025-06-09,1349.88,paid,swift,7888,"SB20250609-003,SB20250611-005,SB20250612-005,SB20250613-002,SB20250613-003,SB20250614-003,SB20250615-004,SB20250615-005",1.35
PM000725689785,M00072,2025-06-16,495.42,processing,swift,4554,"SB20250616-001,SB20250618-002,SB20250620-003,SB20250621-002,SB20250622-004",0.5
PM000729573632,M00072,2025-06-23,99.04,paid,swift,6122,"SB20250623-001,SB20250623-003,SB20250628-005",0.5
PM000726429687,M00072,2025-06-30,194.68,paid,sepa,3632,"SB20250701-005,SB20250704-002,SB20250704-003,SB20250705-001",0.5
PM000727260244,M00072,2025-07-07,337.23,paid,swift,2963,"SB20250709-004,SB20250712-002,SB20250712-003",0.5
PM000726034166,M00072,2025-07-14,579.44,failed,sepa,1101,"SB20250715-001,SB20250716-003",0.58
PM000725616076,M00072,2025-07-21,698.24,paid,sepa,5302,"SB20250722-001,SB20250724-002,SB20250725-001,SB20250727-004",0.7
PM000722738757,M00072,2025-07-28,750.57,paid,swift,8927,SB20250803-002,0.75
PM000725205011,M00072,2025-08-04,2530.66,initiated,ach,8485,"SB20250806-002,SB20250806-004,SB20250807-005,SB20250808-002,SB20250809-001,SB20250809-002,SB20250809-003,SB20250809-004",2.53
PM000728805139,M00072,2025-08-11,2192.99,paid,sepa,3464,"SB20250811-002,SB20250811-003,SB20250811-004,SB20250811-005,SB20250812-003,SB20250815-005,SB20250816-003,SB20250817-003",2.19
PM000728772944,M00072,2025-08-18,2598.58,initiated,wire,3983,"SB20250818-003,SB20250820-001,SB20250821-001,SB20250821-003,SB20250823-004,SB20250824-003",2.6
PM000729423896,M00072,2025-08-25,1024.59,processing,ach,7079,"SB20250825-002,SB20250826-003,SB20250827-001,SB20250827-004,SB20250828-004",1.02
PM000730107067,M00073,2025-04-28,50.79,paid,wire,3354,"SB20250503-003,SB20250504-002",0.5
PM000731669823,M00073,2025-05-05,56.62,paid,ach,0107,"SB20250505-002,SB20250505-003,SB20250508-001,SB20250508-004,SB20250511-002",0.5
PM000734971729,M00073,2025-05-12,0.07,paid,wire,9251,SB20250513-001,0.5
PM000732428865,M00073,2025-05-19,42.22,paid,swift,1062,"SB20250519-004,SB20250520-002,SB20250523-001,SB20250524-001,SB20250524-002",0.5
PM000730297382,M00073,2025-05-26,8.93,initiated,swift,0775,SB20250601-003,0.5
PM000732461969,M00073,2025-06-02,173.22,paid,swift,9219,"SB20250602-001,SB20250602-004,SB20250604-001,SB20250604-002,SB20250604-004,SB20250604-005,SB20250606-003,SB20250607-002,SB20250608-002",0.5
PM000735125527,M00073,2025-06-23,0.09,paid,sepa,7003,SB20250624-003,0.5
PM000736509664,M00073,2025-06-30,77.03,paid,swift,7294,"SB20250704-001,SB20250704-004,SB20250705-005",0.5
PM000732044686,M00073,2025-07-07,96.04,paid,ach,3299,SB20250713-005,0.5
PM000738413939,M00073,2025-07-14,191.11,paid,swift,9131,"SB20250715-002,SB20250719-004,SB20250720-003,SB20250720-005",0.5
PM000738998738,M00073,2025-07-21,100.46,initiated,ach,3402,"SB20250721-001,SB20250721-004,SB20250725-001,SB20250726-003",0.5
PM000737186862,M00073,2025-07-28,316.76,processing,ach,1428,"SB20250801-002,SB20250801-004,SB20250803-002,SB20250803-004,SB20250803-005",0.5
PM000735284988,M00073,2025-08-04,193.83,processing,swift,3544,"SB20250808-001,SB20250808-004,SB20250810-004,SB20250810-005",0.5
PM000733253244,M00073,2025-08-11,223.19,paid,wire,1134,"SB20250811-004,SB20250812-002,SB20250812-003,SB20250813-001,SB20250814-003,SB20250815-002",0.5
PM000733221049,M00073,2025-08-18,182.28,paid,ach,5882,"SB20250818-005,SB20250821-003,SB20250823-001,SB20250823-003,SB20250824-005",0.5
PM000734975791,M00073,2025-08-25,649.7,paid,wire,5849,"SB20250825-001,SB20250825-002,SB20250826-004,SB20250826-005,SB20250827-004,SB20250828-002,SB20250828-005",0.65
PM000747012442,M00074,2025-04-28,71.03,paid,sepa,3887,SB20250502-002,0.5
PM000749930343,M00074,2025-05-05,922.24,processing,wire,7795,"SB20250505-005,SB20250506-005,SB20250507-002,SB20250508-004,SB20250509-004,SB20250510-005,SB20250511-003,SB20250511-004",0.92
PM000741877104,M00074,2025-05-12,108.82,paid,wire,3111,"SB20250515-001,SB20250516-004",0.5
PM000749171301,M00074,2025-05-19,837.59,paid,swift,9761,"SB20250519-003,SB20250522-004,SB20250523-003",0.84
PM000742348859,M00074,2025-05-26,225.54,paid,wire,7626,"SB20250526-001,SB20250527-004,SB20250528-004",0.5
PM000744443406,M00074,2025-06-02,630.27,paid,ach,1261,"SB20250605-003,SB20250605-005,SB20250606-003,SB20250606-004,SB20250608-003",0.63
PM000749619738,M00074,2025-06-09,488.29,processing,sepa,8190,"SB20250609-003,SB20250615-002",0.5
PM000745990358,M00074,2025-06-16,309.39,paid,wire,1255,"SB20250619-004,SB20250619-005,SB20250622-004",0.5
PM000742106511,M00074,2025-06-23,117.94,processing,ach,8236,SB20250626-004,0.5
PM000741441786,M00074,2025-06-30,366.27,processing,ach,9887,"SB20250701-003,SB20250702-002,SB20250702-005",0.5
PM000749725108,M00074,2025-07-07,630.83,paid,ach,3791,"SB20250707-004,SB20250708-002,SB20250709-004,SB20250709-005,SB20250710-002,SB20250711-002,SB20250713-005",0.63
PM000743905639,M00074,2025-07-14,759.46,paid,sepa,0028,"SB20250717-001,SB20250719-001,SB20250720-002,SB20250720-005",0.76
PM000746950188,M00074,2025-07-21,644.48,processing,swift,8120,"SB20250722-001,SB20250723-003,SB20250725-003,SB20250727-004,SB20250727-005",0.64
PM000749724109,M00074,2025-07-28,94.93,failed,ach,1133,SB20250801-004,0.5
